::1 - - [18/Feb/2024:11:00:37 +0000] "OPTIONS /admin/get-users HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [18/Feb/2024:11:09:41 +0000] "OPTIONS /api/auth/signin HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:09:42 +0000] "POST /api/auth/signin HTTP/1.1" 400 66 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:09:49 +0000] "OPTIONS /api/auth/signin HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:09:49 +0000] "POST /api/auth/signin HTTP/1.1" 400 66 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:01 +0000] "OPTIONS /api/auth/signin HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:01 +0000] "POST /api/auth/signin HTTP/1.1" 400 66 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:15 +0000] "OPTIONS /api/auth/signin HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:15 +0000] "POST /api/auth/signin HTTP/1.1" 200 696 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:17 +0000] "OPTIONS /admin/get-users HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:17 +0000] "GET /admin/get-users HTTP/1.1" 304 - "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:22 +0000] "GET /admin/get-user/321 HTTP/1.1" 401 79 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:27 +0000] "OPTIONS /admin/get-users HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:27 +0000] "GET /admin/get-users HTTP/1.1" 304 - "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:32 +0000] "OPTIONS /admin/delete-user/321 HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:32 +0000] "DELETE /admin/delete-user/321 HTTP/1.1" 401 79 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:33 +0000] "DELETE /admin/delete-user/321 HTTP/1.1" 401 79 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:34 +0000] "DELETE /admin/delete-user/321 HTTP/1.1" 401 79 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:36 +0000] "DELETE /admin/delete-user/321 HTTP/1.1" 401 79 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:36 +0000] "DELETE /admin/delete-user/321 HTTP/1.1" 401 79 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:37 +0000] "OPTIONS /admin/delete-user/321 HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:37 +0000] "DELETE /admin/delete-user/321 HTTP/1.1" 401 79 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:37 +0000] "DELETE /admin/delete-user/321 HTTP/1.1" 401 79 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:40 +0000] "DELETE /admin/delete-user/321 HTTP/1.1" 401 79 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:41 +0000] "DELETE /admin/delete-user/321 HTTP/1.1" 401 79 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:41 +0000] "DELETE /admin/delete-user/321 HTTP/1.1" 401 79 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:41 +0000] "DELETE /admin/delete-user/321 HTTP/1.1" 401 79 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:55 +0000] "OPTIONS /admin/delete-user/321 HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:11:55 +0000] "DELETE /admin/delete-user/321 HTTP/1.1" 401 79 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:13:04 +0000] "OPTIONS /admin/get-users HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:13:04 +0000] "GET /admin/get-users HTTP/1.1" 304 - "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:13:09 +0000] "OPTIONS /admin/delete-user/321 HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:13:09 +0000] "DELETE /admin/delete-user/321 HTTP/1.1" 200 504 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:14:46 +0000] "OPTIONS /admin/add-user HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:14:46 +0000] "POST /admin/add-user HTTP/1.1" 200 492 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:14:46 +0000] "OPTIONS /admin/get-users HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:14:46 +0000] "GET /admin/get-users HTTP/1.1" 200 1802 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:15:01 +0000] "OPTIONS /api/auth/signin HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:15:01 +0000] "POST /api/auth/signin HTTP/1.1" 400 66 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:17:49 +0000] "OPTIONS /api/auth/signin HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:17:49 +0000] "POST /api/auth/signin HTTP/1.1" 400 66 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:17:56 +0000] "OPTIONS /api/auth/signin HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:17:57 +0000] "POST /api/auth/signin HTTP/1.1" 400 66 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:19:06 +0000] "OPTIONS /api/auth/signin HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:19:06 +0000] "POST /api/auth/signin HTTP/1.1" 200 696 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:19:08 +0000] "OPTIONS /admin/get-users HTTP/1.1" 204 0 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::ffff:127.0.0.1 - - [18/Feb/2024:11:19:08 +0000] "GET /admin/get-users HTTP/1.1" 304 - "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0"
::1 - - [18/Feb/2024:11:27:53 +0000] "POST /auth/login HTTP/1.1" 404 150 "-" "PostmanRuntime/7.32.1"
